"Gene.names","HK2_01","HK2_02"
"rnf150",0.06,0.02
"rnf151",0,0
"rnf152",0.1,0.35
"rnf157",17.98,29.73
"rnf165",0.75,0.75
"rnf166",5.73,10.27
"rnf167",24.71,38.72
"rnf168",6.06,16.76
"rnf169",0.54,1.43
"rnf17",0,0
"rnf170",13.73,15.48
"rnf180",0.06,0.21
"rnf181",314.6,365.95
"rnf182",4.38,0.97
"rnf183",0,0.1
"rnf185",20.9,21.71
"rnf186",0,0
"rnf187",125.88,194.46
"rnf19a",22.8,17.92
"rnf19b",12.88,11.81
"rnf2",35.82,22.26
"rnf20",22.46,29.88
"rnf207",7.61,13.53
"rnf208",0.61,0.83
"rnf212",0,0.21
"rnf214",5.18,7.61
"rnf215",4.21,4.5
"rnf216",17.76,27.19
"rnf217",5.03,3.43
"rnf219",15.23,10.09
"rnf220",88.39,98.32
"rnf222",0,0.01
"rnf224",0,0.14
"rnf225",0,0
"rnf227",4.64,2.99
"rnf24",44.26,23.89
"rnf25",37.76,39.42
"rnf26",49.56,37.08
"rnf31",20.75,36.4
"rnf32",4.56,3.74
"rnf34",58.59,55.41
"rnf38",8.13,6.22
"rnf4",93.48,76.1
"rnf40",23.09,24.52
"rnf41",26.93,27.47
"rnf43",0.17,1.1
"rnf44",0.5,1.02
"rnf6",27.74,17.57
"rnf7",226.92,218.65
"rnf8",27.3,31
"rnft1",22.41,25.13
"rnft2",2.23,4.76
"rngtt",17.64,14.24
"rnls",15.59,19.01
"rnmt",20.73,27.64
"rnpc3",14.3,33.87
"rnpep",100.72,95.07
"rnpepl1",45.69,27.58
"rnps1",192.1,194.67
"rnu11",0,0
"rnu12",0,0
"rny1",0,7.07
"rny3",0,0
"ro60",77.82,71.82
"robo1",6.26,3.34
"robo2",0.15,0.05
"robo3",11.06,12.33
"robo4",0.07,0.15
"rock1",12.03,11.39
"rock2",22.13,28.87
"rogdi",10.45,20.61
"rom1",3,3.32
"romo1",1315.92,1170.97
"ropn1",0,0.13
"ropn1l",3.69,2.13
"ror1",12.35,15.99
"ror2",0,0.06
"rora",4.61,3.38
"rorb",0,0.1
"rorc",0.42,0.71
"ros1",0,0
"rp1",14.96,7.94
"rp1l1",0,0.04
"rp2",8.89,5.11
"rp9",13.13,20.01
"rpa1",103.73,86
"rpa2",191.83,171.16
"rpa3",151.03,222.9
"rpain",36.87,60.13
"rpap1",16.19,14.43
"rpap2",18.28,17.24
"rpap3",39.73,31.24
"rpe",90.46,69.79
"rpe65",0,0
"rpf1",39.32,28.32
"rpf2",59.88,47.46
"rpgr",8.11,9.87
"rpgrip1",0,0
"rpgrip1l",12,22.51
"rph3a",0,0.07
"rpia",21.01,24.61
"rpl10",740.65,914.18
"rpl10a",329.03,343.26
"rpl10l",0,0.06
"rpl11",373.16,463.29
"rpl12",275.67,357.56
"rpl13",820.77,1448.9
"rpl13a",368.8,494.08
"rpl14",339.98,500.1
"rpl15",728.2,811.44
"rpl17",283.29,333.99
"rpl18",702.45,930.59
"rpl18a",442.56,654.72
"rpl19",1076,1154.02
"rpl21",302.8,437.1
"rpl22",64.08,68.93
"rpl22l1",14.34,18.58
"rpl23",477.98,439.7
"rpl23a",485.68,519.27
"rpl24",388.7,532.8
"rpl26",585.15,486.45
"rpl27",839.72,952.02
"rpl27a",588.75,672.49
"rpl28",254.75,398.67
"rpl29",552.86,608.34
"rpl3",978.2,947.95
"rpl30",539.66,631.75
"rpl31",1170.83,1396.04
"rpl32",414.22,526.98
"rpl34",588.39,742.29
"rpl35",1002.8,1297
"rpl35a",789.73,986.41
"rpl36",746.68,913.04
"rpl36a",295.38,429.63
"rpl36al",240.07,293.43
"rpl37",406.46,638.85
"rpl37a",865.08,934.72
"rpl38",1076.22,946.05
"rpl39",133.07,166.83
"rpl39l",101.98,111.26
"rpl3l",0.12,0.06
"rpl4",504.91,539.21
"rpl41",165.19,191.16
"rpl5",834.77,692.23
"rpl7",568.84,591.35
"rpl7l1",78.36,67.37
"rpl8",1711.89,1841.54
"rpl9",296.76,315.96
"rplp0",727.45,750.9
"rplp1",512.12,669.55
"rplp2",354.72,480.75
"rpn1",543.87,569.66
"rpn2",768.46,522.25
"rpp14",9.86,14.58
"rpp25",12.63,28.11
"rpp25l",21.77,24.16
"rpp30",62.75,60.71
"rpp38",21.03,28.04
"rpp40",22.08,21.69
"rpph1",1.38,6.2
"rprd1a",15.08,10.2
"rprd1b",10.88,8.79
"rprd2",9.15,13.03
"rprm",0.11,0.61
"rprml",0.24,0.3
"rps10",307.03,371.57
"rps11",643.81,740.4
"rps12",262.39,339.66
"rps13",324.5,371.31
"rps14",1122.28,1368.89
"rps15",1239.05,1462.99
"rps15a",316.99,369.91
"rps16",668.91,742.49
"rps19",1518.14,2011.71
"rps19bp1",66.77,113.26
"rps2",1093.93,1118.59
"rps20",547.5,520.74
"rps21",1147.5,1291.5
"rps23",554.44,619.59
"rps24",485.26,535.9
"rps25",407.04,481.14
"rps26",161.8,230.99
"rps27",813.82,1262.4
"rps27a",474.43,623.55
"rps27l",143.09,169.01
"rps28",331.08,358.88
"rps29",779.84,941.76
"rps3",1144.78,1221.33
"rps4x",240.18,279.65
"rps5",761.88,903.56
"rps6",734.42,765.55
"rps6ka1",65.96,64.34
"rps6ka2",0.28,1.02
"rps6ka3",43.33,45.92
"rps6ka4",6.86,8.45
"rps6ka5",12.71,12.23
"rps6ka6",1.58,0.53
"rps6kb1",20.88,21.39
"rps6kb2",36.13,28.72
"rps6kc1",13.83,16.74
"rps6kl1",2.77,8.04
"rps7",375.9,379.33
"rps8",436.47,443.58
"rpsa",222.12,230.36
"rptn",0,0.03
"rptor",3.73,5.65
"rpusd1",24.46,33.41
"rpusd2",16.12,17.85
"rpusd3",95.78,102.16
"rpusd4",13.55,13.04
"rrad",438.6,307.99
"rraga",258.49,107.09
"rragb",20.25,30.95
"rragc",3.87,7.98
"rragd",11.21,18.54
"rras",190.54,201.81
"rras2",33.54,29.65
"rrbp1",48.67,94.1
"rreb1",1.34,1.23
"rrh",0.05,0
"rrm1",136.72,91.98
"rrm2",277.68,280.99
"rrm2b",7.13,6.06
"rrnad1",11.66,19.01
"rrp1",23,29.37
"rrp12",12.14,18.24
"rrp15",11.91,25.49
"rrp1b",11.33,12.87
"rrp36",82.52,105.96
"rrp7a",64.71,68.5
"rrp8",16.44,13.47
"rrp9",26.98,40
"rrs1",10.12,21.91
"rs1",0,0.01
"rsad1",20.99,29.39
"rsad2",0.02,0.63
"rsbn1",5.82,6.82
"rsbn1l",3.15,3.52
"rsc1a1",1.76,2.8
"rsf1",39.48,54.14
"rskr",0.3,0.2
"rsl1d1",103.95,95.3
"rsl24d1",39,33.72
"rsph1",0.14,0
"rsph10b",0,0.01
"rsph14",2.55,0.96
"rsph4a",0.08,0.19
"rsph6a",0,0.06
"rsph9",0.63,0.67
"rspo1",0,0.02
"rspo2",0,0.02
"rspo3",5.62,30.53
"rspo4",0,0
"rspry1",47.07,47.95
"rsrc1",39.27,72.99
"rsrc2",82.29,63.69
"rsrp1",79.41,72.08
"rsu1",57.52,66.72
"rtbdn",0.06,1.19
"rtca",35.61,31.41
"rtcb",158.94,157.19
"rtel1",11.34,13.67
"rtf1",21.49,46.73
"rtf2",170.76,175.23
"rtkn",50.18,62.5
"rtkn2",3.73,3.78
"rtl1",0,0.03
"rtl10",15.62,14.94
"rtl3",0.03,0.02
"rtl4",0,0
"rtl5",0.02,0.07
"rtl6",10.38,8.99
"rtl8a",210.07,209.54
"rtl8b",17.63,17.29
"rtl8c",220.58,189.28
"rtl9",0,0.03
"rtn1",0.12,0.37
"rtn2",7.07,13.62
"rtn3",99.31,89.22
"rtn4",354.03,317.56
"rtn4ip1",21.45,14.9
"rtn4r",19.09,14.43
"rtn4rl1",1.06,0.52
"rtn4rl2",7.37,10.24
"rtp1",0,0.12
"rtp2",0,0.03
"rtp3",0,0.03
"rtp4",0,0
"rtraf",161.48,190.43
"rttn",4.44,3.97
"rubcn",5.35,7.93
"rubcnl",0.28,0.03
"rufy1",13.84,17.76
"rufy2",9.96,18.33
"rufy3",9.81,15.38
"rufy4",0,0.1
"rundc1",22.88,20.23
"rundc3a",0.17,1.43
"rundc3b",0.48,0.63
"runx1",3.05,1.69
"runx1t1",0,0.03
"runx2",15.49,32.21
"runx3",0.03,0.1
"rusc1",49.08,57.69
"rusc2",6.4,5.33
"ruvbl1",143.21,131.38
"ruvbl2",363.93,305.35
"rwdd1",43.02,59.89
"rwdd2a",9.17,9.03
"rwdd2b",8.21,7.74
"rwdd3",24.1,20.7
"rxfp1",0,0
"rxfp2",0,0
"rxfp3",0,0.02
"rxfp4",0,0
"rxra",6.89,7.86
"rxrg",0,0
"rxylt1",13.52,17.14
"ryk",64.42,47.52
"ryr1",0,0.22
"ryr2",0.18,0.36
"ryr3",1.43,1.21
"s100a1",4.04,18.36
"s100a10",1998.96,1293
"s100a11",2039.4,2297.67
"s100a13",333.63,426.29
"s100a14",0.03,0.09
"s100a16",687.56,716.47
"s100a2",185.31,658.32
"s100a3",38.5,42.34
"s100a4",4.04,7.5
"s100a5",4.02,4.27
"s100a6",1792.36,3390.88
"s100a7a",0,0.01
"s100a8",0,0
"s100a9",0.11,0.2
"s100b",0,0.06
"s100g",0,0
"s100pbp",17.49,17.33
"s100z",0,0
"s1pr1",1.79,2.59
"s1pr2",0.92,3.64
"s1pr3",3.73,1.5
"s1pr4",0.08,0.06
"s1pr5",7.9,13.31
"saa1",604.03,612.89
"saa2",224.2,287.89
"saa4",10.73,11.4
"saal1",24.52,20.1
"sac3d1",12.98,23.23
"sacm1l",22.22,16.24
"sacs",4.55,5.85
"sae1",220.77,242.78
"safb",59.07,65.65
"safb2",18.11,33.13
"sag",0,0.11
"sall1",20.02,19.76
"sall2",2.47,2.21
"sall4",0.07,0.41
"samd1",4.22,5.49
"samd10",12.29,13.48
"samd11",5.82,13.15
"samd12",3.43,6.71
"samd13",0.7,0.79
"samd14",0.69,0.57
"samd15",0.78,1.75
"samd3",0,0.11
"samd5",0.24,0.32
"samd7",0,0.04
"samd8",13.04,10.02
"samd9l",0.4,0.81
"samhd1",10.79,11.93
"samm50",65.7,86.21
"samsn1",0,0
"sap130",17.07,14.92
"sap18",248.6,232.42
"sap25",0,0
"sap30",56.6,31.59
"sap30bp",89.46,109.41
"sap30l",41.92,31.58
"sapcd2",18.51,14.27
"sar1a",28.3,46.93
"sar1b",28.9,34.43
"saraf",143.31,135.71
"sardh",3.16,4.22
"sarm1",0.1,0.3
"sarnp",175.77,169.84
"sars",138.8,146.12
"sars2",26.7,43.89
"sart1",21.04,26.84
"sart3",36.19,46.83
"sash1",3.32,4.56
"sash3",0.03,0
"sass6",3.96,3.58
"sat1",687.84,931.72
"sat2",37.15,65.17
"satb1",0,0.36
"satb2",2.1,1.28
"satl1",0.05,0.07
"sav1",18.05,12.49
"saxo1",0,0.11
"saxo2",0.8,1.31
"saysd1",7.69,9.02
"sbds",83.48,79.12
"sbf1",24.81,20.93
"sbf2",6.47,8.09
"sbk1",0.43,1.35
"sbk2",0.6,1.65
"sbk3",0.13,0.5
"sbno1",29.13,27.89
"sbsn",0.78,0.16
"sbspon",0.16,0.15
"sc5d",13.21,15.49
"scaf1",3.09,5.34
"scaf11",71.9,78.74
"scaf4",14.82,16.42
"scaf8",7.55,6.97
"scai",1.7,2.16
"scamp1",40.27,32.26
"scamp2",65.95,89.54
"scamp5",0.14,1.23
"scand1",80.88,162.61
"scap",34.5,36.45
"scaper",14.63,19.24
"scara3",19.54,24.8
"scara5",0,0
"scarb1",84.29,59.92
"scarb2",131.51,119.82
"scarf2",3.59,7.78
"scarna10",0,0
"scarna13",3.05,8.58
"scarna17",0,0
"scarna2",0.21,3.78
"scarna6",0,0.77
"scarna8",0,2.2
"scarna9",0.32,4.26
"sccpdh",108.73,142.81
"scel",3.28,0.67
"scfd1",54.31,45.42
"scfd2",5.78,10.86
"scg2",0.2,0.16
"scg3",0.11,0.09
"scgb1a1",0,0
"scgb1c1",0,0
"scgb2a2",0,0
"scgb2b2",0,0.07
"scgb3a1",2.68,6.29
"scgb3a2",0,0
"scgn",0.03,0.25
"schip1",7.07,5.35
"scimp",0.04,0.11
"scin",0.73,0.62
"sclt1",11.19,8.92
"scly",20.18,29.67
"scmh1",11.58,20.32
"scml1",32.32,25.01
"scml2",9.25,5.5
"scml4",0,0.04
"scn10a",0,0.01
"scn11a",0,0.01
"scn1a",0,0
"scn1b",8.48,24.92
"scn2a",0.42,1.1
"scn2b",0,0.08
"scn3a",0.13,0.13
"scn3b",0,0.04
"scn4a",0.02,0.35
"scn4b",0,0.22
"scn5a",1.11,2.16
"scn7a",0.01,0.01
"scn8a",0.59,1.3
"scn9a",0.23,0.75
"scnm1",65.49,84
"scnn1a",16.41,68.63
"scnn1b",0,0
"scnn1g",0,0.01
"sco1",38.82,37.62
"sco2",2.08,5.19
"scoc",72.63,41.99
"scp2",117.68,106.26
"scp2d1",0,0
"scpep1",43.42,28.02
"scrg1",0,0.12
"scrib",7.77,6.54
"scrn1",75.75,48
"scrn2",81.83,119.35
"scrn3",12.2,11.78
"scrt1",0,0.02
"scrt2",0,0
"sctr",0,0.37
"scube1",0,0.16
"scube2",0.31,0.56
"scube3",0.06,0.22
"scx",0,0.14
"scyl1",52.8,58.16
"scyl2",18.4,12.7
"scyl3",5.64,6.46
"sdad1",56.74,69.7
"sdc1",106.75,130.18
"sdc2",137.86,121.56
"sdc3",12.91,12.77
"sdc4",62.71,71.4
"sdcbp",292.41,241.93
"sdcbp2",1.49,1.32
"sde2",17.43,9.63
"sdf2",110.08,114.15
"sdf2l1",102.52,115.07
"sdf4",168.95,194.68
"sdha",222.79,242.94
"sdhaf1",30.76,38.39
"sdhaf2",46.84,50.75
"sdhaf3",42.51,37.36
"sdhaf4",8.94,12.21
"sdhb",307.15,244.37
"sdhc",192.4,170.96
"sdhd",143.83,101.11
"sdk1",1.67,1.14
"sdk2",0,0.01
"sdr16c5",0,0
"sdr39u1",81.35,106.14
"sdr42e1",5.59,7.32
"sdr9c7",0,0.05
"sds",0.9,59.03
"sdsl",10.22,29.25
"sebox",0,0
"sec11a",150.86,169.68
"sec11c",57.26,49.92
"sec13",291.87,345.86
"sec14l1",27.47,28.98
"sec14l2",85.12,51.77
"sec14l3",0.13,0.1
"sec14l4",0.06,0.03
"sec14l5",0,0.04
"sec16a",12.09,13.26
"sec16b",0.53,0.54
"sec22a",38.75,43.33
"sec22b",6.53,6.91
"sec22c",48.25,37.72
"sec23a",119.62,95.72
"sec23b",202.3,115.79
"sec23ip",51.23,58.93
"sec24a",12.22,7.92
"sec24b",23.34,16.14
"sec24c",55.14,52.5
"sec24d",70.31,47.67
"sec31a",150.89,123.06
"sec31b",2.68,4.22
"sec61a1",151.7,177.87
"sec61a2",13.6,9.81
"sec61b",367.74,438.55
"sec61g",530.1,424.59
"sec62",85.99,130.31
"sec63",48.88,62.44
"secisbp2",21.31,24.53
"secisbp2l",8.16,18.47
"seh1l",35.83,29.68
"sel1l",25.9,19.34
"sel1l2",0.13,0.11
"sel1l3",49,61.66
"sele",0,0
"selenbp1",42.71,44.3
"selenof",201.53,191.91
"selenoh",179.59,275.15
"selenoi",5.26,3.44
"selenok",141.1,135.54
"selenom",203.63,331.57
"selenon",11.35,10.65
"selenoo",34.09,36.95
"selenop",0,0.02
"selenos",39.69,44.65
"selenot",267.18,198.13
"selenov",0,0
"selenow",183.88,262.79
"sell",1.19,0.82
"selp",0,0
"selplg",1.73,0.94
"sem1",271.07,457.44
"sema3a",15.43,24.06
"sema3b",30.99,36.31
"sema3c",39.08,19.32
"sema3d",0.14,0.89
"sema3e",0.11,0.1
"sema3f",3.18,9.12
"sema3g",0,0.12
"sema4a",2.44,4.83
"sema4b",98.89,55.7
"sema4c",3.57,7.19
"sema4d",19.88,16.91
"sema4f",15.42,11.49
"sema4g",0.06,0.32
"sema5a",1.68,6.14
"sema5b",1.57,0.58
"sema6a",9.29,12.36
"sema6b",2.27,7.73
"sema6c",0.6,0.35
"sema6d",0,0.02
"sema7a",2,1.19
"senp1",10.21,9.79
"senp2",28.07,34.11
"senp3",23.16,18.76
"senp5",5.04,9.06
"senp6",26.44,32.94
"senp7",4.43,4.99
"senp8",4.04,5.12
"sephs1",47.04,40.18
"sephs2",30.53,35.63
"sepsecs",3.46,1.85
"Sep 01",0.1,1.44
"Sep 10",69.33,48.32
"Sep 11",65.66,99.64
"Sep 12",0,0.04
"Sep 14",0,0
"Sep 03",0.48,2.48
"Sep 04",2.02,6.55
"Sep 05",11.78,11.82
"Sep 06",12.32,17.31
"Sep 07",404.39,358.41
"Sep 08",3.84,4.35
"serac1",8.06,8.09
"serbp1",99.43,102.37
"serf2",1536.55,2134.29
"sergef",44.17,43.89
"serhl",0,0
"serinc1",113.5,83.57
"serinc2",13.83,30.19
"serinc3",141.62,144.02
"serinc4",0.77,0.51
"serinc5",0.82,2.86
"serp1",116.56,195.61
"serp2",0,0
"serpina10",0.06,0.19
"serpina11",0,0
"serpina12",0,0
"serpina5",0,0.19
"serpina6",46.43,10.81
"serpina7",0,0
"serpina9",0,0
"serpinb10",0,0.07
"serpinb11",0.05,0
"serpinb12",0,0
"serpinb13",0,0.05
"serpinb2",0.06,0
"serpinb5",0,0.04
"serpinb7",151.46,12.08
"serpinb8",13.63,8.25
"serpinb9",0,0.01
"serpinc1",0,0.08
"serpind1",0.09,0.12
"serpine1",1126.72,266.89
"serpine2",205.89,217.81
"serpine3",0,0
"serping1",0,0.03
"serpinh1",210.68,315.62
"serpini1",2.49,1.79
"serpini2",0,0
"sertad1",12.38,11.92
"sertad2",7.5,3.96
"sertad3",32.73,38.49
"sertm1",0.01,0
"sesn1",6.59,4.63
"sesn2",24.48,44.73
"sesn3",0,0.07
"sestd1",25.74,40.5
"set",80.91,84.9
"setbp1",0.28,1.07
"setd1a",0.73,0.78
"setd1b",0.32,0.65
"setd2",8.83,12.36
"setd3",35.63,36.65
"setd4",10.7,8.88
"setd5",50.43,79.42
"setd6",22.66,34.53
"setd7",8.51,5.54
"setdb1",13.24,13.9
"setdb2",1.43,3.54
"setmar",7.28,13.53
"setx",5.64,13.34
"sez6",0.12,0.08
"sez6l",0,0.03
"sez6l2",8.56,12.16
"sf1",33.69,45.01
"sf3a1",23.34,32.01
"sf3a2",21.82,30.44
"sf3a3",101.17,106.82
"sf3b1",153.05,195.02
"sf3b2",84.67,75.46
"sf3b3",278.91,228.51
"sf3b4",100.02,102.77
"sf3b5",212.19,299.06
"sf3b6",303.42,330.24
"sfi1",15.5,18.7
"sfmbt1",7.99,11.07
"sfmbt2",0.09,0
"sfn",3.54,7.19
"sfpq",91.19,130.43
"sfr1",19.27,12.26
"sfrp1",0,0.05
"sfrp2",0,0
"sfrp4",0.18,0.43
"sfrp5",0,0.09
"sfswap",11.01,19.52
"sft2d1",114.35,93.97
"sft2d2",17.92,22.45
"sft2d3",0.81,1.94
"sfta2",0.09,0
"sftpa1",0,0.02
"sftpb",0.01,0.01
"sftpc",0,0.25
"sftpd",0.45,0.1
"sfxn1",40.12,55.49
"sfxn2",11.69,18.24
"sfxn3",94.38,56.96
"sfxn4",25.01,32.88
"sfxn5",12.49,12.2
"sgca",0.08,0.86
"sgcb",30.8,17.68
"sgcd",0.01,0.02
"sgce",92.6,89.79
"sgcg",0,0.03
"sgcz",0,0
"sgf29",15.32,19.14
"sgip1",0,0.13
"sgk1",283.47,124.59
"sgk2",9.53,18.29
"sgk3",2.93,5.69
"sgms1",9.54,8.97
"sgms2",10.16,10.55
"sgo1",26.9,13.39
"sgpl1",8.75,14.22
"sgpp1",34.16,19.47
"sgpp2",0.6,0.99
"sgsh",34.75,57.1
"sgsm1",0.07,1.98
"sgsm2",31.58,25.05
"sgsm3",72.52,78.29
"sgta",59.23,85.93
"sgtb",2.04,2.89
"sh2b1",1.2,1.69
"sh2b2",16.38,26.75
"sh2b3",16.58,15.44
"sh2d1a",0,0
"sh2d2a",13.6,22.9
"sh2d3c",0.1,0.57
"sh2d4a",15.92,21.82
"sh2d4b",0,0
"sh2d5",2.26,3.52
"sh2d6",1.23,1.67
"sh2d7",0,0.02
"sh3bgr",7.75,4.68
"sh3bgrl",48.88,37.58
"sh3bgrl2",2.64,1.75
"sh3bgrl3",1007.48,1044.55
"sh3bp1",6.47,7.36
"sh3bp2",15.62,26.78
"sh3bp4",39.26,30.11
"sh3bp5",6.1,10.39
"sh3bp5l",6.3,5.54
"sh3d19",5.8,6.16
"sh3d21",2.05,2.03
"sh3gl1",54.49,47.05
"sh3gl2",0,0.08
"sh3gl3",3.15,1.39
"sh3glb1",54.9,46.01
"sh3glb2",45.55,54.93
"sh3kbp1",24.81,19.93
"sh3pxd2a",0.89,1.75
"sh3pxd2b",2.74,6.52
"sh3rf1",10.28,10.98
"sh3rf2",11.39,9.35
"sh3rf3",0,0.01
"sh3tc1",6.8,10.73
"sh3tc2",1.62,1.85
"sh3yl1",17.67,18.56
"shank1",1.28,1.55
"shank2",1.5,3.27
"shank3",0.13,0.23
"sharpin",126.5,159.16
"shb",13.5,9.14
"shbg",0.14,0.61
"shc1",59.38,51.96
"shc2",0.42,3.63
"shc3",2.43,5.67
"shc4",0.72,0.7
"shcbp1",56.2,29.3
"shcbp1l",0,0
"shd",0,0
"she",3.63,1.51
"shf",1.98,3
"shh",0.66,0.35
"shisa2",18.31,23.45
"shisa3",0.84,1.31
"shisa4",47.22,60.99
"shisa5",195.17,242.26
"shisa6",0,0.05
"shisa7",0,0.01
"shisa8",0,0.06
"shisa9",4.08,8.12
"shisal1",0.12,0.14
"shisal2a",0,0
"shisal2b",0.06,0
"shkbp1",223.34,211.95
"shld1",7.31,10.13
"shld2",14,11.35
"shmt1",64.08,96.5
"shmt2",141.31,175.43
"shoc1",0.04,0.12
"shoc2",33.18,27.51
"shox2",9.8,17.25
"shpk",15.28,12.27
"shprh",7.85,8.54
"shq1",18.06,17.21
"shroom1",2.82,8.14
"shroom2",0.51,0.49
"shroom3",1.57,3.47
"shroom4",0.52,2.13
"shtn1",9.16,17.59
"siae",2.79,3.46
"siah2",70.61,67.33
"siah3",0,0.01
"sidt1",0,0.26
"sidt2",1.39,1.77
"sigirr",63.24,109.07
"siglec1",0,0.05
"siglec15",23.91,59.68
"sigmar1",147.12,148.7
"sik1",0.1,0.19
"sik2",0.25,0.42
"sik3",4.83,3.01
"sike1",54.51,86.48
"sil1",30.88,42.97
"sim1",0.29,0.84
"sim2",0,0.14
"simc1",13.4,12.38
"sin3a",9.78,12.94
"sin3b",6.99,12.87
"sinhcaf",62.43,64.19
"sipa1",43.75,45.12
"sipa1l1",6.95,10.37
"sipa1l2",4.98,5.19
"sipa1l3",2.68,4.46
"sirpa",31.94,12.91
"sirt1",9.65,9.33
"sirt2",28.23,32.73
"sirt3",7.67,8.91
"sirt4",0.84,1.02
"sirt5",8.03,10.25
"sirt7",31.82,29.52
"sit1",0,0.06
"siva1",242.33,326.82
"six1",6.89,12.89
"six2",0.33,1.6
"six3",0,0.02
"six4",1.27,3.25
"six5",4.46,6.91
"six6",0.03,0.01
"ska1",11.52,5.71
"ska2",58.03,79.44
"ska3",34.7,14.51
"skap1",29.11,31.48
"skap2",32.88,26.65
"ski",0.2,1.1
"skida1",0.08,0.27
"skil",8.54,24.21
"skor1",0.03,0.02
"skor2",0,0.01
"skp2",24.39,20.46
"sla",0,0.05
"sla2",0,0.02
"slain1",7.17,6.01
"slain2",11,10.67
"slamf1",0,0.01
"slamf6",0,0
"slamf7",0,0.03
"slamf8",0.44,0
"slamf9",0,0.08
"slbp",330.35,293.12
"slc10a1",0,0.04
"slc10a2",0,0
"slc10a3",50.29,59.59
"slc10a4",0.02,0.05
"slc10a5",0.04,0
"slc10a6",0,0
"slc10a7",4.91,4.07
"slc11a1",0.11,0.32
"slc11a2",51.4,45.08
"slc12a1",0,0.03
"slc12a2",1,2.85
"slc12a3",0.09,0.53
"slc12a4",22.16,30.72
"slc12a5",23.73,44.42
"slc12a6",1.27,0.82
"slc12a7",4.85,5.72
"slc12a8",21.56,30.56
"slc12a9",2.94,4.51
"slc13a1",0,0.02
"slc13a2",0,0.06
"slc13a3",0,0.1
"slc13a4",0.26,0.88
"slc13a5",0,0.01
"slc14a1",0.01,1.19
"slc14a2",0,0.03
"slc15a1",0.16,0.4
"slc15a2",0.08,0.1
"slc15a3",0.01,0.07
"slc15a4",62.07,42.03
"slc15a5",0,0
"slc16a1",158.5,93.65
"slc16a10",3.76,4.73
"slc16a11",0,0
"slc16a12",21.42,15.11
"slc16a13",5.42,7.65
"slc16a14",2.6,6.88
"slc16a2",12.8,8.27
"slc16a3",37.75,72.59
"slc16a4",19.08,23.98
"slc16a5",14.14,23.91
"slc16a6",0.22,0.46
"slc16a7",1.96,5.25
"slc16a8",0,0
"slc16a9",2.34,0.98
"slc17a1",1.68,4.78
"slc17a2",0,0.12
"slc17a3",16.05,35.74
"slc17a4",0.04,0.1
"slc17a5",27.44,24.67
"slc17a6",0,0.06
"slc17a7",0.01,0.19
"slc17a8",0,0
"slc17a9",0,0.05
"slc18a1",0,0.05
"slc18a2",0.24,0
"slc18a3",0,0.12
"slc18b1",15.02,10.94
"slc19a1",26.55,23.74
"slc19a2",7.6,3.94
"slc19a3",0.81,0.31
"slc1a1",10.37,3.9
"slc1a2",0,0.28
"slc1a3",8.84,6.66
"slc1a4",12.66,19.77
"slc1a5",177.91,189.57
"slc1a6",0,0.14
"slc1a7",0,0.07
"slc20a1",187.3,186.29
"slc20a2",7.43,7.95
"slc22a1",1.82,0.21
"slc22a12",0,0.01
"slc22a13",0,0
"slc22a14",0.03,0.06
"slc22a15",4.26,4.91
"slc22a16",0,0
"slc22a17",3.43,5.76
"slc22a2",0,0.02
"slc22a23",0.12,0.17
"slc22a3",0.92,0.25
"slc22a4",8.82,5.88
"slc22a5",4.41,4.05
"slc22a6",0,0.02
"slc22a7",0,0.08
"slc22a8",0,0.15
"slc23a1",0.76,1.13
"slc23a2",5,12.42
"slc23a3",0.2,0.18
"slc24a1",2.33,3.32
"slc24a2",0,0.06
"slc24a3",0,0
"slc24a4",0,0.02
"slc24a5",0,0
"slc25a1",326.86,365.8
"slc25a10",95.88,99.56
"slc25a11",95.95,102.36
"slc25a12",11.07,11.22
"slc25a13",32.79,55.75
"slc25a14",43.95,26.26
"slc25a15",9.8,8.05
"slc25a16",7.67,7.65
"slc25a17",38.65,33.53
"slc25a18",0.02,0.34
"slc25a19",12.41,13.85
"slc25a2",0,0
"slc25a20",8.18,6.32
"slc25a21",0.84,1.15
"slc25a22",10.55,9.68
"slc25a23",68.8,53
"slc25a24",59.68,34.2
"slc25a25",3.34,5.97
"slc25a26",39.58,41.54
"slc25a27",1.59,2.75
"slc25a28",20.48,24.04
"slc25a29",34.28,76.25
"slc25a3",546.33,488.99
"slc25a30",6.73,9.91
"slc25a31",0,0.02
"slc25a32",52.25,26.09
"slc25a33",4.83,7.14
"slc25a34",0,0.15
"slc25a35",1.91,7.02
"slc25a36",116.8,140.18
"slc25a37",42.14,50.74
"slc25a38",29.38,37.45
"slc25a39",347.55,452.93
"slc25a4",45.04,32.8
"slc25a40",15.67,14.51
"slc25a41",0,0.03
"slc25a42",4.6,3.92
"slc25a43",24.07,18.48
"slc25a44",21.07,20.34
"slc25a45",0.58,1.15
"slc25a46",23.84,21.54
"slc25a47",0,0.03
"slc25a48",0,0.06
"slc25a5",647.46,649.26
"slc25a51",7.33,7.03
"slc25a53",5.37,7.93
"slc26a1",1.38,4.29
"slc26a10",0.15,0.6
"slc26a11",5.26,9.43
"slc26a2",1.45,4.37
"slc26a3",0,0.09
"slc26a4",0.21,0.14
"slc26a5",0,0.03
"slc26a6",52.15,48.12
"slc26a7",0.03,0
