"Gene.names","HK2_01","HK2_02"
"asxl2",1.3,9.61
"asxl3",0,0.07
"asz1",0,0
"atad1",37.09,31.29
"atad2",50.59,28
"atad2b",2.12,5.57
"atad3a",20.08,36.13
"atad5",8.62,7.96
"atcay",0,0
"ate1",14.45,13.47
"atf1",19.06,25.63
"atf2",41.32,27.9
"atf3",3.08,2.56
"atf4",216.89,299.57
"atf5",0.91,2.38
"atf6",14.37,16.57
"atf7",13.81,13.44
"atf7ip",17.46,32.39
"atf7ip2",7.44,9.96
"atg10",14.28,14.46
"atg101",72.04,84.83
"atg12",66.66,52.35
"atg13",30,39.26
"atg14",2.73,3.31
"atg16l1",41.89,46.35
"atg16l2",23.69,17.93
"atg2a",2.51,3.25
"atg2b",0.99,1.23
"atg3",129.83,128.14
"atg4a",13.71,11.27
"atg4b",74.8,105.91
"atg4c",15.47,12.46
"atg4d",20.89,18.42
"atg5",47.96,42.18
"atg7",41.41,26.7
"atg9a",58.58,37.9
"atg9b",0.53,1.27
"atic",217.45,232.37
"atl1",7.82,7.68
"atl2",53.61,37.1
"atl3",11.14,9.8
"atm",4.07,5.26
"atmin",21.32,20.29
"atn1",2.46,3.8
"atoh1",0,0
"atoh7",0.59,0.81
"atoh8",0.82,1.11
"atox1",155.51,236.28
"atp10a",2.88,4.79
"atp10b",0,0
"atp10d",10.9,24.59
"atp11a",4.61,20.47
"atp11b",9.64,13.7
"atp11c",4.65,8.52
"atp12a",0,0.01
"atp13a1",36.08,34.46
"atp13a2",105.87,61.85
"atp13a3",20.69,20.95
"atp13a4",0,0
"atp13a5",0,0.04
"atp1a1",38.47,33.35
"atp1a2",0.09,0.47
"atp1a3",0.31,2.04
"atp1a4",0,0.02
"atp1b1",30.74,53.06
"atp1b2",0.03,0.09
"atp1b3",386.31,378.76
"atp1b4",0,0.02
"atp23",25.99,17.82
"atp2a1",0.27,0.63
"atp2a2",11.88,13.91
"atp2a3",0.13,0.34
"atp2b1",98.36,86.33
"atp2b2",0,0.05
"atp2b3",0,0.09
"atp2b4",44.14,32.69
"atp2c1",74.06,61.61
"atp2c2",0.39,0.32
"atp4a",0,0.08
"atp4b",0,0.03
"atp5md",716.06,715.72
"atp5mpl",363.35,394.54
"atp6ap1",213.51,200.87
"atp6ap1l",2.01,2.39
"atp6ap2",343.72,234.75
"atp6v0a1",16.13,19.73
"atp6v0a2",6.52,10.5
"atp6v0a4",4.58,8.4
"atp6v0b",301.59,327.89
"atp6v0c",49.01,97.46
"atp6v0d1",268.31,307.6
"atp6v0d2",1.13,8.03
"atp6v0e2",44.47,59.53
"atp6v1a",42.76,64.61
"atp6v1b1",0,1.51
"atp6v1b2",114.97,110.42
"atp6v1c1",54.13,59.31
"atp6v1c2",5.27,3.56
"atp6v1d",122.67,123.95
"atp6v1e1",181.99,204.22
"atp6v1e2",3.09,3.72
"atp6v1f",450.21,667.67
"atp6v1fnb",0.03,0.15
"atp6v1g1",137.52,180.12
"atp6v1h",68.26,71.29
"atp7a",2.43,2.76
"atp7b",0.93,1.28
"atp8a1",0.95,0.88
"atp8a2",0.6,0.61
"atp8b1",0.23,0.37
"atp8b2",8.65,13.95
"atp8b3",12,10.24
"atp8b4",0.35,0.09
"atp9a",3.31,4.37
"atpaf1",66.33,63.08
"atpaf2",15.41,27.94
"atpsckmt",12.64,15.19
"atr",11.17,23.92
"atraid",372.24,394.92
"atrip",6.21,4.14
"atrn",21.96,15.97
"atrnl1",2.83,3.74
"atrx",62.17,86.56
"atxn1",3.84,3.75
"atxn10",135.55,200.67
"atxn1l",3.36,6.16
"atxn2",38.58,31.71
"atxn2l",10.65,10.49
"atxn3",20.69,22.35
"atxn7",4.34,5.21
"atxn7l1",2.43,5.36
"atxn7l2",4.7,3.72
"atxn7l3",1.96,3.89
"atxn7l3b",8.58,7.69
"auh",25.04,18.85
"aunip",11.47,10.7
"aup1",94.22,108.51
"aurka",164.78,86.78
"aurkaip1",298.13,421.83
"aurkb",227.63,174.74
"aurkc",0.44,0.76
"auts2",0.14,0.51
"aven",14.95,14.8
"avil",0.08,0.42
"avl9",17.48,14.37
"avp",0,0.18
"avpi1",28.77,24.29
"avpr1a",0,0.01
"avpr1b",0.08,0
"avpr2",0.03,0.54
"awat1",0,0
"awat2",0,0
"axdnd1",0,0.67
"axin1",1.69,2.75
"axin2",0.63,1.11
"axl",45.55,45.94
"azgp1",0,0
"azi2",72.76,47.98
"azin1",72.36,44.56
"azin2",11.18,13.05
"b2m",1638.88,2060.59
"b3galnt1",20.18,23.23
"b3galnt2",30.88,23.71
"b3galt1",0.16,0.77
"b3galt2",0,0.01
"b3galt5",2.37,1.13
"b3galt6",17.94,30.43
"b3gat1",0.01,0.39
"b3gat2",0.37,0.23
"b3gat3",17.1,36.06
"b3glct",11.22,8.49
"b3gnt2",33.76,20.33
"b3gnt3",1.75,0.95
"b3gnt4",35.19,23.28
"b3gnt5",10.91,7.23
"b3gnt6",0.1,0.2
"b3gnt7",0.15,0.2
"b3gnt8",0.18,0.05
"b3gnt9",8.93,13.23
"b4galnt1",24.79,26.92
"b4galnt2",3.92,1.65
"b4galnt3",1.19,3
"b4galnt4",1.56,1.94
"b4galt1",9.86,13.7
"b4galt2",31.71,31.84
"b4galt3",62.53,54.65
"b4galt4",73.34,44.61
"b4galt5",1.75,1.55
"b4galt6",0.95,0.74
"b4galt7",41.94,39.89
"b4gat1",28.84,33.36
"b9d1",45.02,65.27
"b9d2",19.31,16.29
"baalc",0,0.08
"baat",0.24,0.02
"babam1",188.58,193.46
"babam2",105.81,109.72
"bace1",3.95,3.68
"bace2",55.57,40.94
"bach1",9.05,15.94
"bach2",0.13,1.53
"bad",64.76,95.87
"bag1",19.91,30.93
"bag2",13.3,11.79
"bag3",39.37,34.86
"bag4",7.59,12.57
"bag5",16.21,16.85
"bahcc1",0.02,0.23
"bahd1",1.67,2.02
"baiap2",15.23,28.71
"baiap2l1",29.31,35.9
"baiap2l2",3.58,6.53
"baiap3",3.48,2.44
"bak1",27.32,30.03
"bambi",4.9,3.45
"banf1",258.35,290.23
"banf2",0,0
"bank1",0.82,0.87
"banp",10.25,12.27
"bap1",20.91,27.13
"bard1",34.17,21.67
"barhl1",0,0.02
"barhl2",0,0
"barx1",0,0
"barx2",0,0.04
"basp1",82.07,76.1
"batf",0,0.43
"batf2",0.08,1.2
"batf3",21.12,18.39
"bax",79.55,137.03
"baz1a",8.84,13.43
"baz1b",19.43,30.81
"baz2a",12,18.35
"baz2b",22.8,46.71
"bbc3",3.49,5.9
"bbip1",48.94,45.2
"bbof1",5.25,6.75
"bbox1",0,0
"bbs1",17.96,19.87
"bbs10",10.31,4.37
"bbs12",3.79,2.72
"bbs2",80.29,62.53
"bbs4",16.43,22.67
"bbs5",1.77,2.36
"bbs7",18.53,21.24
"bbs9",6.16,8.33
"bbx",107.26,116.77
"bcam",1.85,5.21
"bcan",0,0.33
"bcap29",49,69.29
"bcap31",536.32,598.4
"bcar1",51.29,55.66
"bcar3",37.41,52.4
"bcas1",7.91,10.54
"bcas2",78.97,73.93
"bcas3",7.52,14.4
"bcat1",66.63,80.35
"bcat2",68.26,107.96
"bccip",146.37,107.27
"bcdin3d",1.33,2.95
"bche",73.66,55.34
"bckdha",149.86,128.19
"bckdhb",20.99,24.54
"bckdk",417.64,287.99
"bcl10",50.97,33.06
"bcl11a",0.2,0.87
"bcl11b",0.05,0.05
"bcl2",0.36,0.55
"bcl2l1",74.15,77.13
"bcl2l10",0,0
"bcl2l11",2,3.75
"bcl2l12",31.36,48.66
"bcl2l13",34.48,38.31
"bcl2l14",0,0.15
"bcl2l15",0.16,2.2
"bcl2l2",2.29,1.75
"bcl3",48.48,67.91
"bcl6",32.94,22.02
"bcl6b",0,0.29
"bcl7a",11.34,17.07
"bcl7b",68.92,81.94
"bcl7c",16.64,24.95
"bcl9",1.45,4.94
"bcl9l",0.94,3.43
"bclaf1",38.3,35.13
"bclaf3",6.28,7.79
"bco1",1.67,4.3
"bco2",6.22,28.71
"bcor",7.77,10.67
"bcorl1",2.92,5.36
"bcr",5.46,8.69
"bcs1l",95.99,67.68
"bdh1",70.67,96.97
"bdh2",28.11,48.31
"bdkrb1",0.78,0.83
"bdkrb2",3.27,2.97
"bdnf",5.41,8.67
"bdp1",8.57,9.52
"bean1",2.52,8.37
"becn1",104.4,90.1
"begain",0.07,0.41
"bend3",0.41,0.78
"bend4",0,0.04
"bend5",0.59,0
"bend6",1.78,2.91
"bend7",9.77,17.81
"best1",6.12,4.37
"best2",0,0
"best3",0.6,0.61
"bet1",122.96,95.55
"bet1l",28.66,29.62
"bex1",0.11,0.12
"bex2",9.69,18.65
"bex3",630.35,879.17
"bex4",42.18,50.96
"bfsp1",0.64,1.64
"bfsp2",0,0.22
"bglap",0.12,0.73
"bgn",0.83,0.99
"bhlha15",0,0
"bhlha9",0,0.05
"bhlhb9",4,3.32
"bhlhe22",0,0.01
"bhlhe23",0,0
"bhlhe40",167.03,86.93
"bhlhe41",58.86,44.29
"bhmt",0,0
"bhmt2",0,0.1
"bicc1",48.98,67.72
"bicd1",37.46,17.56
"bicd2",25.55,22.44
"bicdl1",3.12,8.07
"bicdl2",3.38,0.6
"bicra",0.3,0.45
"bicral",0.61,0.45
"bid",308.48,207.8
"bik",23.26,23.12
"bin1",57.64,84.53
"bin2",0.04,0
"bin3",27.75,30.78
"birc2",43.3,27.67
"birc3",67.28,27.79
"birc5",116.71,74.61
"birc6",15.48,18.14
"birc7",0.22,3.23
"bivm",13.12,13.21
"blcap",35.76,40.84
"blk",0.01,0.12
"blm",7.81,4.94
"blmh",38.72,38.45
"blnk",0,0.16
"bloc1s1",121.59,182.38
"bloc1s2",55.34,58.78
"bloc1s3",3.67,11.18
"bloc1s4",29.45,36.24
"bloc1s5",30.17,25.94
"bloc1s6",20.26,21.55
"blvra",72.2,95.29
"blvrb",142.88,85.58
"blzf1",26.85,26.48
"bmf",1.43,6.46
"bmi1",12.54,7.96
"bmp1",22.82,35.67
"bmp10",0,0
"bmp15",0,0
"bmp2",9.9,5.43
"bmp2k",7,8.53
"bmp3",0,0.01
"bmp4",2.1,2.26
"bmp5",0,0
"bmp6",0.04,0.05
"bmp7",0,0.3
"bmp8a",0,0.08
"bmp8b",1.09,1.57
"bmper",0.34,0.01
"bmpr1a",10.83,10.16
"bmpr1b",0.44,0.98
"bmpr2",10.15,7.09
"bms1",22.86,19.86
"bmt2",10.34,6.31
"bmx",0,0
"bnc1",12.29,10.6
"bnc2",9.33,8.94
"bnip1",21.72,21.39
"bnip2",44.28,37.91
"bnip3",598.91,213.19
"bnip3l",419.99,188.17
"bnipl",0.02,0.1
"boc",4.57,3.3
"bod1",25.56,30.53
"bok",39.05,30.87
"bola1",28.96,36.66
"bola2",0.04,0
"bola3",121.51,89.66
"boll",0,0
"bop1",39.99,40.92
"bora",15.6,10.7
"borcs5",10.58,11.63
"borcs6",7.59,7.48
"borcs7",7.88,13.43
"borcs8",34.22,45.4
"bpgm",29.39,22.2
"bphl",37.95,62.05
"bpi",0,0.05
"bpifa1",0,0
"bpifa2",0,0
"bpifa3",0,0.17
"bpifb1",0,0
"bpifb2",0,0
"bpifb3",0,0
"bpifb4",0,0.04
"bpifb6",0,0.03
"bpifc",0,0
"bpnt1",16.36,19.17
"bptf",7.82,10.64
"braf",7.27,8.48
"brap",29.95,28.74
"brat1",34.71,33.58
"brca1",25.68,35.62
"brca2",14.4,11.75
"brcc3",45.76,37.8
"brd1",7.22,6.37
"brd3",21.19,22.62
"brd4",35.43,53.71
"brd7",57.02,67.04
"brd8",42.07,42.64
"brd9",15.64,14.32
"brdt",0,0.01
"brf1",3.14,9.66
"brf2",6.25,8.24
"bri3",19.79,46.18
"bri3bp",6.71,7.99
"bricd5",0.24,0.66
"brinp1",3.41,4.31
"brinp2",0,0.02
"brinp3",0,0.07
"brip1",5.75,7.96
"brix1",62.89,62.52
"brk1",422.95,265.12
"brms1",37.8,62.05
"brms1l",11,7.67
"brox",25.88,21.42
"brpf1",9.24,10.92
"brpf3",4.75,5.04
"brs3",0,0.03
"brsk1",0.05,0.38
"brsk2",1.86,2.14
"brwd1",16.63,21.19
"brwd3",1.01,2.31
"bscl2",48.89,62.47
"bsdc1",58.54,57.29
"bsg",1110.3,1188.69
"bsn",0.1,0.21
"bsnd",0,0.01
"bsph1",0,0
"bspry",0,0.02
"bst1",1.01,0.4
"bst2",360.32,432.6
"bsx",0,0
"btaf1",27.78,32.08
"btbd1",45.57,33.86
"btbd10",60.55,41.68
"btbd11",25.9,11.06
"btbd16",3.22,1.03
"btbd17",0,0.02
"btbd18",0.01,0.21
"btbd19",2.75,5.66
"btbd2",24.72,41
"btbd3",7.75,5.61
"btbd6",13.8,17.64
"btbd9",2.76,6.3
"btc",1.89,3.37
"btd",37.88,44.84
"btf3",348.88,348.13
"btf3l4",64.72,62.62
"btg1",51.47,61.29
"btg2",1.32,1.97
"btg3",36.3,26.01
"btg4",0,0.12
"btk",0,0.22
"btla",0,0.21
"btn1a1",0,0.03
"btn2a2",37.14,23.63
"btnl10",0,0.1
"btnl9",0,0.09
"btrc",10.38,15.2
"bub1",106.31,50.7
"bub1b",52.17,42.78
"bub3",329.05,242.89
"bud13",11.66,16.1
"bud23",139,141.39
"bud31",211.29,266.37
"bves",2.04,2
"bysl",34.59,35.69
"bzw1",522.72,329.51
"bzw2",86.67,74.26
"c1d",28.18,35.35
"c1galt1",26.82,31.64
"c1galt1c1",114.71,80.72
"c1qa",0,0
"c1qb",0,0
"c1qbp",415.84,372.59
"c1qc",0,0
"c1ql1",166.84,77.46
"c1ql2",0,0.02
"c1ql3",0,0
"c1ql4",0.18,1.36
"c1qtnf1",2.38,0.89
"c1qtnf12",0.13,0.54
"c1qtnf2",0.02,0.16
"c1qtnf3",1.59,1.72
"c1qtnf4",0,0
"c1qtnf5",2.99,17.42
"c1qtnf6",4.37,11.75
"c1qtnf7",0,0
"c1qtnf9",0,0.07
"c1rl",7.79,28.93
"c2",0,0.24
"c2cd2",3.66,7.37
"c2cd2l",4.17,3.64
"c2cd3",3.02,4.09
"c2cd4a",0,0.02
"c2cd4b",0,0
"c2cd4c",1.41,2.14
"c2cd4d",0.31,1.91
"c2cd5",17.45,15.25
"c2cd6",0.02,0.08
"c3",524.44,347
"c3ar1",0.29,1.35
"c4b",0.02,0.1
"c5ar1",0.22,4.55
"c5ar2",0,0.05
"c6",0,0
"c7",0,0
"c8a",0.02,0
"c8b",0,0
"c8g",2.13,3.05
"c9",0,0
"c9orf72",13.64,6.81
"caap1",19.64,15.55
"cab39",73.53,82.03
"cab39l",2.65,2.76
"cabcoco1",0.03,0.24
"cabin1",8.32,12.51
"cables1",14.21,16.46
"cables2",3.9,4.75
"cabp1",0.17,0.27
"cabp2",0,0.06
"cabp4",0,0.11
"cabp5",0,0.04
"cabp7",0.21,0.17
"cabs1",0,0
"cabyr",3.35,1.6
"cacfd1",5.31,11.01
"cachd1",6.51,2.75
"cacna1a",0.1,0.81
"cacna1b",0,0.01
"cacna1c",0,0.08
"cacna1d",0,0.08
"cacna1e",0.02,0.35
"cacna1f",0,0.01
"cacna1g",0,0.07
"cacna1h",0.42,0.65
"cacna1i",0.05,0.07
"cacna1s",0,0
"cacna2d1",2.06,6.4
"cacna2d2",0.01,0.07
"cacna2d3",1.1,4.08
"cacna2d4",0,0
"cacnb1",1.32,1.3
"cacnb2",0.36,0.36
"cacnb3",16.95,28.23
"cacnb4",3.5,2.3
"cacng1",0,0.18
"cacng2",0,0.07
"cacng3",0,0.03
"cacng4",0,0.01
"cacng5",0,0.1
"cacng6",0,0.07
"cacng7",0,0.02
"cacng8",0.03,0.12
"cactin",10.72,8.24
"cacul1",66.86,73.32
"cacybp",321.53,271.72
"cad",24.07,27.32
"cadm1",111.14,32.22
"cadm2",0.18,0.06
"cadm3",0.06,0.15
"cadm4",0.47,1.98
"cadps",0,0.18
"cadps2",1.07,3.05
"cage1",0,0.07
"calb1",0,0.22
"calb2",4.34,5.89
"calca",0,0
"calcb",0.15,0.28
"calcoco1",46.07,54.02
"calcoco2",116.28,100.03
"calcr",0,0.11
"calcrl",0,0.38
"cald1",44.53,106.93
"calhm1",0,0
"calhm2",6.92,5.77
"calhm3",0,0.03
"calhm4",0.11,0.1
"calhm5",0,0.03
"calhm6",80.84,25.6
"calm1",572.06,551.66
"calm2",1692.22,1035.49
"calm3",211,175.01
"calml3",0,0.03
"calml4",1.5,1.52
"caln1",0,0.02
"calr",432.41,404.51
"calr3",0.25,0.13
"calu",637.83,453.26
"caly",0.09,0.5
"camk1",153.24,153.92
"camk1d",1.32,1.31
"camk1g",0.13,0.1
"camk2a",0,0.11
"camk2b",0.08,0.71
"camk2d",5.11,6.26
"camk2g",3.81,5.32
"camk2n1",7.11,10.42
"camk2n2",0.78,3.53
"camk4",5.21,3.97
"camkk1",5.44,5.35
"camkk2",12.36,19.54
"camkmt",10.05,14.89
"camkv",0,0.03
"camp",0.56,2.8
"camsap1",1.95,2.71
"camsap2",6.15,8.65
"camsap3",1.96,2.83
"camta1",255.69,223.6
"camta2",18.35,35.81
"cand1",129.94,128.98
"cand2",0.02,0.22
"cant1",9.88,9.52
"canx",303.09,221.89
"cap1",522.12,393.18
"cap2",13.16,16.28
"capg",1427.3,2397.32
"capn1",69.79,80.5
"capn10",21.67,24.77
"capn11",0.03,0.16
"capn12",0.75,0.58
"capn13",0,0.1
"capn15",6.25,5.92
"capn2",460.07,403.99
"capn3",0.45,0.43
"capn5",12.04,10.42
"capn6",0,0
"capn7",19.82,22.6
"capn8",0,0.47
"capn9",0,0
"capns1",98.25,200.75
"capns2",0,0
"caprin1",94.41,65.9
"caprin2",6.64,12.85
"caps2",5.44,3.18
"capsl",0,0
"capza1",159.98,130.23
"capza2",307.49,255.08
"capza3",0,0
"capzb",309.98,448.84
"card10",22.15,21.1
"card11",0.12,0.06
"card14",0.13,0.65
"card19",151.91,143.38
"card6",0.04,0.01
"card9",1.98,3.77
"carf",1.94,3.84
"carhsp1",94.41,111.75
"carm1",10.67,12.36
"carmil1",6.47,10.35
"carmil2",5.74,7.84
"carmil3",0.02,0.04
"carmn",0.01,0.09
"carnmt1",3.56,2.76
"carns1",0.09,0.08
"cars2",66.92,67.87
"cartpt",0,0
"casc1",0.35,0.24
"casc3",29.64,23.65
"casc4",17.27,14.23
"casd1",7.53,7.69
"cask",160.61,119.41
"caskin1",0.01,0.16
"caskin2",2.17,2.57
"casp1",0.03,0
"casp12",0,0
"casp14",0,0
"casp2",9.26,11.42
"casp3",49.16,29.22
"casp4",2.92,0.16
"casp6",47.03,51.99
"casp7",27.6,22.99
"casp8",31.53,22.76
"casp8ap2",39.27,49.72
"casp9",15.09,15.38
"casq1",0,0
"casq2",0,0
"casr",0,0.06
"cass4",0,0.1
"cast",55.94,58.91
"castor1",35.64,28.85
"castor2",2.38,3.27
"casz1",0.48,0.98
"cat",41.83,27.79
"catip",0.02,0.16
"catsper1",6.41,6.32
"catsper2",2.86,1.87
"catsper3",0.33,0.4
"catsper4",0,0
"catsperb",0,0
"catsperd",0,0.02
"catsperz",4.07,5.39
"cav1",346.93,94.08
"cav2",164.99,62.51
"cav3",0,0
"cavin1",79.63,69.95
"cavin2",0.03,0.01
"cavin3",66.89,69.04
"cavin4",0.44,0.43
"cbarp",1.59,1.67
"cbfa2t2",12.66,19.86
"cbfa2t3",0,0.11
"cbfb",56.3,62.12
"cbl",1.85,5.32
"cblb",7.43,14.3
"cblc",0.24,0
"cblif",0,0
"cbll1",23.97,26.88
"cbln1",0.01,0.05
"cbln2",0,0
"cbln3",0,0.06
"cbln4",0,0.07
"cbr1",216.22,227.11
"cbr3",11.67,9.9
"cbr4",8.81,8.44
"cbs",1.47,2.88
"cbwd1",12.44,7.85
"cbx1",26.96,64.72
"cbx2",3.29,6.99
"cbx3",165.65,112.1
"cbx4",5.54,8.27
"cbx5",30.81,44.39
"cbx6",5.47,9.81
"cbx7",1.67,2.88
"cbx8",6.12,8.05
"cby1",50.8,83.53
"cby3",0.32,0.71
"cc2d1a",21.22,21.86
"cc2d1b",8.73,9.76
"cc2d2a",2.41,8.44
"ccar1",69.5,69.09
"ccar2",42.18,51.07
"ccbe1",111.42,76.73
"ccdc102a",17.07,14.64
"ccdc103",2.27,3.14
"ccdc105",0,0.03
"ccdc106",0.38,1.85
"ccdc107",25.93,25.11
"ccdc110",0.88,0.75
"ccdc112",5.19,4.08
"ccdc113",6.67,14.92
"ccdc114",0.25,0.2
"ccdc115",46.07,48.68
"ccdc116",0.02,0.13
"ccdc117",25.08,16.07
"ccdc12",62.57,86.76
"ccdc120",0.6,1.44
"ccdc121",0.72,0.61
"ccdc122",2.4,11.09
"ccdc124",157.87,170.37
"ccdc126",5.1,6.41
"ccdc127",4.33,5.19
"ccdc13",0.13,0.34
"ccdc130",24.33,29.08
"ccdc134",10.23,11.48
"ccdc136",3.24,5.35
"ccdc137",24.09,35.14
"ccdc138",15.66,10.98
"ccdc14",36.53,39.22
"ccdc141",0,0.03
"ccdc142",11.16,16.2
"ccdc144b",4.88,17.21
"ccdc146",0.51,1.45
"ccdc148",2.81,3.94
"ccdc149",7.53,10.48
"ccdc15",1.54,2.36
"ccdc150",7.39,10.34
"ccdc151",2.53,0.86
"ccdc152",0,0
"ccdc153",0.5,1.65
"ccdc154",0,0.02
"ccdc155",0.42,0.08
"ccdc157",6.25,10.28
"ccdc158",0,0.41
"ccdc159",6.88,10.45
"ccdc160",0,0.05
"ccdc163",1.99,2.07
"ccdc166",0,0
"ccdc167",51.42,38.68
"ccdc169",4.04,4.46
"ccdc17",0.01,0.03
"ccdc170",0,0.01
"ccdc171",0.34,0.64
"ccdc172",0,0
"ccdc173",0.05,0.23
"ccdc174",13.34,15.07
"ccdc175",0,0.02
"ccdc177",0.07,0.14
"ccdc178",0,0.37
"ccdc18",20.83,21.41
"ccdc180",0.67,0.64
"ccdc181",1.27,0.95
"ccdc182",0,0
"ccdc183",1.65,2.25
"ccdc184",0.17,0.13
"ccdc185",0.05,0.25
"ccdc186",5.71,10.22
"ccdc187",0.14,0.57
"ccdc188",0,0
"ccdc189",6.82,12.91
"ccdc190",0,0.03
"ccdc191",2.95,7.48
"ccdc192",0,0
"ccdc198",46.64,94.16
"ccdc22",29.25,29.47
"ccdc24",7.26,15.42
"ccdc25",55.14,80.59
"ccdc27",0,0.05
"ccdc28a",22.73,20.04
"ccdc28b",24.89,41.57
"ccdc3",0.01,0.03
"ccdc30",2.2,4.92
"ccdc32",19.23,20.42
"ccdc33",0.12,0.36
"ccdc34",7.07,4
"ccdc36",0,0.02
"ccdc38",0,0.15
"ccdc39",0,0.02
"ccdc40",3.08,7.09
"ccdc42",0,0
"ccdc43",28.19,25.38
"ccdc47",70.26,66.33
"ccdc50",42.91,45.99
"ccdc51",51.62,59.59
"ccdc54",0,0
"ccdc57",4.52,8.34
"ccdc58",78.96,47.63
"ccdc59",45.85,71.56
"ccdc6",6.62,5.85
"ccdc60",0,0
"ccdc61",5.67,6.49
"ccdc62",0.07,0.06
"ccdc63",0,0.05
"ccdc65",1.1,1.27
"ccdc66",14.17,16.37
"ccdc68",0,0
"ccdc69",0.02,0.23
"ccdc70",0,0
"ccdc71",0.15,1.29
"ccdc71l",3.29,17.5
"ccdc73",0.06,0.19
"ccdc74a",9.36,24.72
"ccdc77",15.1,15.7
"ccdc78",0.52,0.43
"ccdc8",2.04,2.13
"ccdc80",80.17,45.13
"ccdc81",0.23,0.08
"ccdc82",25.99,25.58
"ccdc83",0,0
"ccdc84",8.55,11.2
"ccdc85a",0.06,0.08
"ccdc85b",37.53,47.33
"ccdc85c",3.57,2.52
"ccdc86",25.99,31.15
"ccdc87",0,0.13
"ccdc88a",18.01,18.69
"ccdc88b",5.25,7.7
"ccdc88c",1.78,3.01
"ccdc89",0.06,0
"ccdc9",5.11,9.73
"ccdc90b",54.7,50.82
"ccdc91",33.91,33.77
"ccdc92",32.82,41.93
"ccdc92b",0,0.11
"ccdc93",10.23,12.87
"ccdc96",1.72,2.35
"ccdc97",7.03,14.9
"ccdc9b",4.23,6.21
"ccer1",0,0.13
"ccer2",0,0.18
"cchcr1",33.99,46.16
"ccin",0.23,0.02
"cck",0,0
"cckar",0,0
"cckbr",0,0
"ccl1",0,0
"ccl11",0,0
"ccl17",0,0
"ccl19",0,0
"ccl2",0,0
"ccl20",513.99,19.69
"ccl22",0,0.13
"ccl24",0,0
"ccl25",0,0
"ccl26",0,0
"ccl27",0.05,0.07
"ccl28",10.96,19.37
"ccl7",0,0
"ccl8",0,0
"ccm2",47.17,51.93
"ccm2l",20.52,18.34
"ccn1",507.3,234.49
"ccn2",18.49,25.49
"ccn3",47.61,38.73
"ccn4",0,0.02
"ccn5",0.83,1.11
"ccn6",0.06,0.1
"ccna1",0.57,0.62
"ccna2",94.78,53.46
"ccnb1",303.83,212.83
"ccnb1ip1",18.13,20.88
"ccnb2",135.59,88.33
"ccnb3",0.03,0.27
"ccnc",112.35,88.02
"ccnd1",123.58,161.38
"ccnd2",3.19,5.44
"ccnd3",167.09,142.48
"ccndbp1",50.04,48.48
"ccne1",43.36,46.5
"ccne2",35.03,16.24
"ccnf",22.79,18.48
"ccng1",102.53,66.13
"ccng2",29.15,17.43
"ccnh",61.37,62.6
"ccni",83.4,92.82
"ccnj",4.93,4.43
"ccnjl",5.03,5.02
"ccnk",4.78,19.69
"ccnl1",87.03,126.85
"ccnl2",96.41,133.7
"ccno",5.9,13.76
"ccnq",36.89,55.16
"ccnt1",2.47,10.86
"ccnt2",14.93,18.37
"ccny",27.86,28.78
"ccnyl1",4.96,5.49
"ccp110",6.16,6.76
"ccpg1",46.08,59.03
"ccr1",0,0.2
"ccr10",2.2,1.81
"ccr2",0,0
"ccr3",0,0.06
"ccr4",0,0
"ccr5",0,0.04
"ccr6",0,0.03
"ccr7",0,0.2
"ccr8",0,0
"ccr9",0,0.5
"ccrl2",0,0.07
"ccs",28.91,55.99
"ccsap",10.21,2.44
"ccser1",2.23,2.37
"ccser2",39.17,46.81
"cct2",306.24,315.66
"cct3",456.58,374.5
"cct4",275.37,248.3
"cct5",559.89,507.37
"cct6a",256.08,247.3
"cct6b",0.02,0.91
"cct7",515.12,428.4
"cct8",220.91,172.95
"ccz1",9.3,10.72
"cd101",0,0.42
"cd109",12.6,15.63
"cd14",2.24,5.4
"cd151",206.32,220.45
"cd160",0,0.01
"cd163",0,0.01
"cd163l1",3.38,2.57
"cd164",300.48,217.02
"cd164l2",0,0
"cd177",0.17,0.42
"cd180",0,0
"cd19",0,0.03
"cd2",0,0.08
"cd200",0,0.06
"cd200r1",0.02,0
"cd207",0,0
"cd22",1.37,5.89
"cd226",0,0
"cd247",0.66,0.36
"cd248",0,0
"cd27",0.13,0.21
"cd274",4.24,1.83
"cd276",64.72,63.19
"cd28",0,0
"cd2ap",22.45,18.81
"cd2bp2",14.52,17.86
"cd300a",0,0.03
"cd300c",0,0.03
"cd300e",0,0.01
"cd300lb",0,0.07
"cd300ld",0,0.07
"cd300lf",0,0.23
"cd300lg",0,0.33
"cd302",1.34,1.17
"cd320",164.41,119.8
"cd33",0.13,0.19
"cd34",0.06,0.07
"cd36",0,0.02
"cd37",9.04,7.23
"cd38",0,0.02
"cd3d",0,0.41
"cd3e",0,0.05
"cd3eap",12.35,33.81
"cd3g",0,0.02
"cd4",0.08,0.1
"cd40",150.77,114.72
"cd40lg",0,0
"cd44",656.25,240.83
"cd46",182.99,273.56
"cd47",144.41,123.96
"cd48",0,0
"cd5",0,0.09
"cd52",0,0.47
"cd53",0,0.05
"cd55",48.17,41.64
"cd5l",0,0.25
"cd6",0.32,0.03
"cd63",2179.4,2834.89
"cd68",130.37,100.86
"cd69",0.23,0
"cd7",0,0
